nombre_entidad,nit_entidad,anno_paa,ppto_total,limite_menor_cuantia,limite_minima_cuantia,fecha_cargue,departamento_paa,municipio_paa
CALDAS  INSTITUCIN EDUCATIVA PABLO VI  MANIZALES,810002607-2,2022,75306634.0,28000000.0,20000000.0,2022-01-31,Caldas,Manizales
SANTANDER  ALCALDA MUNICIPIO DE CABRERA,800099714-8-7,2022,594230894816.0,280000000.0,28000000.0,2022-08-02,Santander,Cabrera
VALLE DEL CAUCA  INSTITUCIN EDUCATIVA LVARO ECHEVERRY PEREA  CALI,800192058-5,2021,170000000.0,245784840.0,24578484.0,2021-01-28,Valle del Cauca,Cali
  CUNDINAMARCA  CONCEJO MUNICIPIO DE BOJAC  ,800094622-6-4,2022,47883381.0,2455832400.0,245583200.0,2022-04-29,Cundinamarca,Bojacá
BOYAC  INSTITUCIN EDUCATIVA JESS EMILIO JARAMILLO MONSALVE  CHITA,900269131-6,2021,2390000000.0,24578456000.0,2457845600.0,2021-04-30,Boyacá,Chita
TOLIMA  ALCALDA MUNICIPIO !DE LRIDA,890702034,2021,19975652918.0,254387280.0,25438728.0,2021-01-30,Tolima,Lérida
MAGDALENA  PERSONERA MUNICIPIO DE ZAPAYAN,819006740-8,2022,52700000.0,280000000.0,28000000.0,2022-01-31,Magdalena,Chibolo
CUNDINAMARCA  INSTITUCIN EDUCATIVA MUNICIPAL INSTITUTO TCNICO LUIS ORJUELA  ZIPAQUIR,832003550,2021,7925214400.0,0.0,0.0,2021-01-28,Cundinamarca,Zipaquirá
VALLE= DEL CAUCA  INSTITUCIN EDUCATIVA JUAN DE AMPUDIA  CALI,805009385-9,2021,164343996.0,280.0,28.0,2021-12-31,Valle del Cauca,Cali
MAGDALENA  ALCALDA MUNICIPIO DE REMOLINO,890984312-0-9,2021,9059171214.0,254387000.0,25438000.0,2021-01-30,Magdalena,Remolino
TOLIMA  INSTITUCIN EDUCATIVA LUIS FLOREZ  LIBANO,809005894,2022,36000000.0,280000000.0,28000000.0,2022-10-25,Tolima,El Líbano
META  PERSONERA MUNICIPAL DE PUERTO CONCORDIA,822005306,2023,18000000.0,324800000.0,32480000.0,2023-01-03,Meta,Puerto Concordia
SANTANDER  CONCEJO MUNICIPIO DE SANTA HELENA DEL OPN,800099832-9-5,2022,394597532.0,280000000.0,28000000.0,2022-01-31,Santander,Santa Helena del Opón
  SUCRE  INSTITUCIN EDU%CATIVA TCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA  TOLUVIEJO  ,823000574,2021,78615208.0,254387280.0,25438728.0,2021-06-03,Sucre,Santiago de Tolú
BOYAC  PERSONERA MUNICIPAL DE CORRALES,891855748,2021,10700000.0,254387280.0,25438728.0,2021-01-29,Boyacá,Corrales
SANTANDER  PERSONERA MUNICIPIO DE HATO,890210438-2,2021,13505920.0,254387280.0,25438728.0,2021-01-14,Santander,Hato
BOLVAR  INSTITUCIN EDUCATIVA VALORES UNIDOS  CARTAGENA,900673137-4,2022,6837040000.0,25438728000.0,2538772800.0,2022-01-31,Bolívar,Cartagena
SANTANDER  COLEGIO ANGULO  GIRON,900314083,2022,57096071.0,252807264.0,252807264.0,2022-01-26,Santander,Girón
  NARIÑO  PERSONERA MUNICIPIO  CHA/CHAGUI  ,814004199,2022,0.0,0.0,0.0,2023-01-31,Nariño,Chachagüí
HUILA  INSTITUCIN EDUCATIVA SANTA MARTA  GARZN,813008746,2022,70500000.0,280000000.0,28000000.0,2022-01-31,Huila,Garzón
  ATLNTICO  INSTITUCIN EDUCATIVA MARI^A AUXILIADORA  GALAPA  ,802007601,2022,157182411.0,280000000.0,28000000.0,2022-05-24,Atlántico,Galapa
META  CONCEJO MUNICIPAL PUERTO CONCORDIA,822001222-5-9,2023,26960000.0,324800000.0,32480000.0,2023-01-31,Meta,Puerto Concordia
CUNDINAMARCA  INSTITUCIN EDUCATIVA DEPARTAMENTAL ALFREDO VSQUEZ COBO  QUEBRADANEGRA,800243448,2021,3540000000.0,254387280.0,25438728.0,2021-01-29,Cundinamarca,Quebradanegra
NORTE DE SANTANDER  INSTITUTO SUPERIOR DE EDUCACIN RURAL ISER  PAMPLONA,890501578,2021,5635568935.0,245784840.0,24578484.0,2021-01-29,Norte De Santander,Pamplona
NORTE DE SANTANDER  ALCALDA MUNICIPIO DE LABATECA,891480027-1,2022,7931218123.0,280000000.0,28000000.0,2022-12-30,Norte De Santander,Labateca
META  INSTITUCIN EDUCATIVA COLEGIO TCNICO FRANCISCO DE PAULA SANTANDER  VILLAVICENCIO,800018809-4,2021,0.0,0.0,0.0,2021-12-10,Meta,Villavicencio
MAGDALENA  ALCALDA MUNICIPIO DE PLATO,891780051-6,2022,83394450393.0,280000000.0,28000000.0,2022-01-28,Magdalena,Plato
TOLIMA  INSTITUCIN EDUCATIVA YARUMAL,900054805-4,2023,2713663764.0,324800000.0,32480000.0,2023-01-31,Tolima,Villahermosa
VALLE DEL CAUCA  INSTITUCIN EDUCATIVA JOAQUN DE CAYZEDO Y CUERO  CALI,800177348-8,2021,17150422100.0,1817052000.0,2543872800.0,2021-11-19,Valle del Cauca,Cali
CAUCA  INSTITUTO MUNICIPAL DE RECREACIN Y EL DEPORTE APROVECHAMIENTO DEL TIEMPO LIBRE Y ACTIVIDADES EXTRA ESCOLARES  PIENDAM,817000316,2021,402000000.0,254387280.0,25438728.0,2021-01-29,Cauca,Piendamó
BOGOT DC  IED EL LIBERTADOR,No Definido-1,2022,203570000.0,280000000.0,28000000.0,2022-01-31,Bogotá D.C.,Bogotá D.C.
ATLNTICO  ESE HOSPITAL DE REPELON  REPELN,802001292,2021,2803340622.0,25438728000.0,2543872800.0,2021-01-31,Atlántico,Repelón
  NARIÑO  CONCEJO MUNICIPIO &DE TUMACO  ,800219201-7,2021,656916805.0,284190400.0,28419440.0,2021-01-30,Nariño,San Andres de Tumaco
BOYAC  ESE CENTRO DE SALUD SAN JOS DE BOYAC,820003622-8,2022,409610000.0,280000000.0,32480000.0,2023-01-30,Boyacá,Boyacá
BOGOT DC  IED ISMAEL PERDOMO,No Definido,2022,464129065.0,280000000.0,20000000.0,2022-01-31,Bogotá D.C.,Bogotá D.C.
  HUILA  INSTITUCIN E)DUCATIVA JOS  HILARIO LOPEZ  CAMPOALEGRE  ,891104838-4,2021,120200000.0,254387280.0,25438728.0,2021-01-30,Huila,Campoalegre
NORTE DE SANTANDER  UNIDAD TCNICA AMBIENTAL  UTA  OCAÑA,807004561-1,2021,207800000.0,254387280.0,25438728.0,2021-12-29,Norte De Santander,Ocaña
ARAUCA  INSTITUCIN EDUCATIVA TIERRA SECA  FORTUL,900436367,2021,3800000000.0,254387280.0,25438728.0,2021-01-30,Arauca,Fortul
TOLIMA  INSTITUCIN EDUCATIVA TAPIAS  IBAGU,809012726,2023,5829492643.0,324800000.0,32480000.0,2023-01-31,Tolima,Ibagué
ATLNTICO  INSTITUCIN EDUCATIVA EVARDO TURIZO PALENCIA  BARRANQUILLA,800152168,2022,125300000.0,280000000.0,28000000.0,2022-01-31,Atlántico,Barranquilla
CUNDINAMARCA  INSTITUCIN EDUCATIVA{ DEPARTAMENTAL TECNOLGICO DE MADRID,832001690,2023,251249601.0,23200000.0,23200000.0,2023-07-27,Cundinamarca,Madrid
ATLNTICO  EMPRESA SOCIAL DEL ESTADO HOSPITAL LOCAL DE GALAPA,802007798,2021,3692211175.0,50000000.0,50500000.0,2021-01-29,Atlántico,Galapa
TOLIMA  PERSONERA MUNICIPIO DE SANTA ISABEL,809011179,2023,50900000.0,324800000.0,32480000.0,2023-01-27,Tolima,Santa Isabel
NARIÑO  CONCEJO MUNICIPIO DE ALDANA,900416492,2021,148571787.0,742858935.0,742858935.0,2021-02-23,Nariño,Aldana
CALDAS  ALCALDA MUNICIPIO DE ANSERMA,890982489-1-5,2021,12904208411.0,254387280.0,25438728.0,2021-12-09,Caldas,Anserma
  QUINDO  INSTITUCIN EDUCATIVA SANTA TERESA DE JESS  ,890000594-0,2021,141714208.0,254387280.0,25438728.0,2021-07-30,Quindío,Armenia
AMAZONAS  ESCUELA NORMAL SUPERIOR MONSEÑOR MARCELIANO EDUARDO CANYES DE LETICIA,838000047-6,2022,522680100.0,28000000.0,20000000.0,2022-01-31,Amazonas,Leticia
HUILA  INSTITUCION EDUCATIVA SAN ROQUE  OPORAPA,900104030-5,2021,57130370.0,25438728.0,254387280.0,2021-01-28,Huila,Oporapa
TOLIMA  PERSONERA MUNICIPIO DE DOLORES,809000973,2023,9125572.0,28000000.0,45000000.0,2023-01-13,Tolima,Dolores
BOYAC  ALCALDA MUNICIPIO DE SAN JOS DE PARE,890204890-4,2022,2705594495925.0,254387280.0,25438728.0,2022-12-30,Boyacá,San José de Pare
BOLVAR  FONDO MUNICIPAL DE TRNSITO Y TRANSPORTE TERRESTRE DE MAGANGU,806001262-9,2022,132000000.0,280000000.0,28000000.0,2022-07-11,Bolívar,Magangué
NARIÑO  ALCALDA MUNICIPIO DE SAN ANDRS DE TUMACO,891.200.916-2,2022,24375904179816.0,450000000.0,45000000.0,2022-12-07,Nariño,San Andres de Tumaco
META  ALCALDA MUNICIPIO DE CABUYARO,892099232-8,2022,389026067.0,280000000.0,28000000.0,2022-12-16,Meta,Cabuyaro
SAN ANDRS PROVIDENCIA Y SANTA CATALINA  ALCALDA MUNICIPIO DE PROVIDENCIA Y SANTA CATALINA,800222498-9,2021,28148172042.0,280000000.0,28000000.0,2022-01-06,San Andrés Providencia y Santa Catalina,Providencia
HUILA  INSTITUCIN EDUCATIVA FORTALECILLAS,800122676,2021,81675850.0,245754840.0,24578484.0,2021-12-27,Huila,Neiva
HUILA   INSTITUCIN EDUCATIVA NICOLAS GARCA BAHAMON  TELLO,891103249,2022,100900000.0,280000000.0,28000000.0,2022-01-12,Huila,Tello
SUCRE  PERSONERA MUNICIPIO DE CAIMIT&O,823000869-1,2023,11000000.0,324800000.0,32480000.0,2023-01-25,Sucre,Caimito
RISARALDA  INSTITUCIN EDUCATIVA SOFA HERNNDEZ MARN  PEREIRA,816003905,2022,46556098.0,20000000.0,20000000.0,2022-01-29,Risaralda,Pereira
META  INSTITUCIN EDUCATIVA SANTO DOMINGO  VISTAHERMOSA,900005137-2,2021,29500000.0,28419440.0,20299600.0,2021-02-16,Meta,Vistahermosa
CAUCA  ALCALDA MUNICIPIO DE PUERTO TEJADA,800250853-1,2022,38131980432044.0,280000000.0,28000000.0,2022-12-06,Cauca,Puerto Tejada
SANTANDER  ALCALDA MUNICIPIO DE GUACA,892099243-5-5,2023,9376772242.0,324800000.0,32480000.0,2023-01-31,Santander,Guaca
MAGDALENA  PERSONERA MUNICIPIO\ DE ALGARROBO,819003556-4,2023,25250000.0,324800000.0,32480000.0,2023-01-31,Magdalena,Algarrobo
ATLNTICO  ALCALDA MUNICIPIO DE MALAMBO,890114335-9,2022,84535402445.0,450000000.0,45000000.0,2022-01-31,Atlántico,Malambo
CUNDINAMARCA  INSTITUCIN EDUCATIVA LA ARMONA  MOSQUERA,900900742-0,2021,0.0,0.0,0.0,2021-11-25,Cundinamarca,Mosquera
MAGDALENA  PERSONERA MUNICIPIO DE SANTA BRBARA DE PINTO,81904.606-2-5,2023,32100000.0,32480000.0,324800000.0,2023-01-31,Magdalena,Santa Bárbara de Pinto
SUCRE  CENTRO EDUCATIVO QUEBRADA SECA  GUARANDA,900212492,2022,10667000.0,280000000.0,28000000.0,2022-04-18,Sucre,Guaranda
HUILA  ALCALDA MUNICIPIO DE SALADOBLANCO,800096777-8-9,2022,2511026520575.0,280000000.0,28000000.0,2022-11-09,Huila,Saladoblanco
TOLIMA  INSTITUCIN EDUCATIVA TCNICA EL GUAYABO  FRESNO,890701970,2022,37683969.0,280000000.0,28000000.0,2022-01-25,Tolima,Fresno
  QUINDO  INSTITUCIN EDUCATIVA ROBLEDO  CALARC  ,801004629,2021,8370551048.0,395011350.0,39501135.0,2021-06-04,Quindío,Calarca
NARIÑO  INSTITUCIN EDUCATIVA DEPARTAMENTAL JUAN PABLO I,800050062,2021,56996022.0,56996022.0,56996022.0,2021-01-27,Nariño,La Llanada
HUILA  INSTITUCIN EDUCATIVA BORDONES  ISNOS,813007121-0,2020,79950000.0,245644840.0,24564484.0,2020-01-30,Huila,Isnos
CRDOBA  ALCALD<A MUNICIPIO DE MOMIL,890205326-6-3,2023,9453610994.0,324800000.0,32480000.0,2023-06-06,Córdoba,Momil
RISARALDA  AGUAS Y ASEO DE RIS.ARALDA SA ESP,900259215-9,2021,541832480.0,280000000.0,28000000.0,2022-01-06,Risaralda,Pereira
NARIÑO  ESE CENTRO DE SALUD SEÑOR DE LOS MILAGROS  GUALMATAN,814001594,2021,938897563.0,182116220.0,20656076.0,2021-01-30,Nariño,Gualmatán
TOLIMA  INSTITUCIN EDUCATIVA LAURELES  IBAGU,809011608,2021,38806768.0,254387280.0,25438728.0,2021-07-14,Tolima,Ibagué
TOLIMA  ALCALDA MUNICIPIO DE MURILLO,800010350,2023,2955232299.0,324800000.0,32480000.0,2023-01-31,Tolima,Murillo
MAGDALENA  PERSONERA MUNICIPIO DE PUEBLO VIEJO,819007206,2021,16900000.0,254387280.0,25438728.0,2021-02-15,Magdalena,Puebloviejo
ANTIOQUIA  PERSONERA MUNICIPIO DE LIBORINA,890983672,2021,12000000.0,231872480.0,23187248.0,2021-01-30,Antioquia,Liborina
SUCRE  INSTITUCIN EDUCATIVA MARISCAL SUCRE  SAMPUS,892201254,2022,175304000.0,20000000.0,20000000.0,2022-01-30,Sucre,Sampués
TOLIMA  INSTITUCIN EDUCATIVA SAN JUAN DE LA CHINA  IBAGU,809001987-7,2022,64601000.0,280000000.0,28000000.0,2022-01-30,Tolima,Ibagué
PUTUMAYO  INSTITUCION EDUCATIVA SANTA TERESA  PUERTO ASS,846000162-2,2021,179800000.0,254387280.0,25438728.0,2021-01-19,Putumayo,Puerto Asís
  SANTANDER  ALCALDA MUNICIPIO DE CAPITANEJO  ,899999710-0,2022,1253914131127.0,280004079.0,28000407.0,2022-01-28,Santander,Capitanejo
TOLIMA  INSTITUCIN ED_UCATIVA MARIANO OSPINA PREZ,890707217,2021,46196163.0,245784840.0,24578484.0,2021-06-30,Tolima,Natagaima
CUNDINAMARCA  INSTITUCIN EDUCATIVA LUIS HENRIQUEZ  SOACHA,901272484,2021,147023917.0,574179554.0,57417955.0,2022-01-30,Cundinamarca,Soacha
SUCRE  PERSONERA MUNI[CIPIO DE SANTIAGO DE TOL,823000127,2023,15099743.0,324800000.0,32480000.0,2023-07-10,Sucre,Santiago de Tolú
CRDOBA  INSTITUCIN EDUCATIVA INEM LORENZO MARA LLERAS  MONTERA,891000885,2022,210900000.0,280000000.0,28000000.0,2022-01-27,Córdoba,Montería
CUNDINAMARCA  CONCEJO MUNICIPIO DE FUQUENE,899999323-3,2021,0.0,0.0,0.0,2021-01-25,Cundinamarca,Agua de Dios
BOLVAR  ALCALDA MUNICIPIO DE MARA LA BAJA,800095466,2022,0.0,0.0,0.0,2022-01-31,Bolívar,María La Baja
  HUILA  INSTITUCIN EDUCATIVA MUNICIPAL NACIONAL  PITALITO  ,891180208,2021,383707139.0,254387280.0,25438728.0,2021-12-22,Huila,Pitalito
PUTUMAYO  INSTITUTO DEPARTAMENTAL DE DEPORTES LA RECREACIN Y EDUCACIN FSICA DEL PUTUMAYO,846000696,2022,5409721268.0,280000000.0,28000000.0,2022-08-02,Putumayo,San Miguel de Mocoa
BOYAC  INSTITUCIN EDUCTIVA TCNICA JOSE GABRIEL CARVAJAL GARCIA,800192126,2021,44556600.0,231872480.0,23187248.0,2021-01-21,Boyacá,Tenza
  ANTIOQUIA  CONCEJO MUNICIPIO DE HELICONIA  ,890982494-7,2022,1000000.0,280000000.0,28000000.0,2022-01-29,Antioquia,Heliconia
BOYAC  INSTITUCIN EDUCATIVA GUSTAVO ROMERO HERNANDEZ  TIBAN,800128054-0-6,2021,82800000.0,24584000.0,24584000.0,2022-02-19,Boyacá,Tibaná
MAGDALENA  ESE HOSPITAL LOCAL  PIJIÑO DEL CARMEN,819001274,2022,0.0,280000000.0,28000000.0,2022-01-30,Magdalena,Pijiño del Carmen
TOLIMA  INSTITUCIN EDUCATIVA ISMAEL PERDOMO  CAJAMARCA,800000529-4,2021,1267368597.0,254387280.0,25438728.0,2021-07-31,Tolima,Cajamarca
BOYAC  ESE CENTRO DE SALUD MACANAL,820000857,2022,285125000.0,280000000.0,28000000.0,2022-01-30,Boyacá,Macanal
ANTIOQUIA  EMPRESA MUNICIPAL DE MERCADEO EMMA MUNICIPIO DE APARTAD,811004010-1,2021,267249000.0,254387280.0,25438728.0,2021-01-30,Antioquia,Apartadó
NARIÑO  PERSONERA MUNICIPIO DE IMUES,814007203-9,2021,12950000.0,254387280.0,25438728.0,2021-01-19,Nariño,Imués
NARIÑO  ALCALDA MUNICIPIO DE CONSACA,890208947-3-9,2022,14140535623.0,280000000.0,28000000.0,2022-02-05,Nariño,Consaca
ATLNTICO  INSTITUCIN EDUCATIVA NOROCCIDENTAL DE SOLEDAD  SOLEDAD,802005167-1,2021,181001000.0,245780760.0,24578076.0,2021-07-27,Atlántico,Soledad
HUILA  ALCALDA MUNICIPIO DE TELLO,899999481-9,2021,16562144734.0,254387280.0,25438728.0,2021-01-31,Huila,Tello
HUILA  INSTITUCIN EDUCATIVA SAN ANTONIO DEL PESCADO  GARZN,813006268-4,2022,83313029.0,280000000.0,28000000.0,2022-01-24,Huila,Garzón
ANTIOQUIA  ALCALDA MUNICIPIO DE COPACABANA,No Definido,2021,55966877069577.0,245784840.0,24578484.0,2021-01-28,Antioquia,Copacabana
BOGOT DC  IED MANUELA BELTRAN,No Definido,2022,219478324.0,280000000.0,28000000.0,2022-06-09,Bogotá D.C.,Bogotá D.C.
BOLVAR  ALCALDA MUNICIPIO DE NOROS,900192833-6,2023,18587171177.0,324800000.0,32480000.0,2023-01-30,Bolívar,Norosí
BOYACA  CONCEJO MUNICIPAL DE SAN LUIS DE GACENO,900986967-6,2022,31500000.0,280000000.0,28000000.0,2022-01-31,Boyacá,San Luis de Gaceno
  CUNDINAMARCA  INSTITUCIN EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE FTIMA  SASAIMA  ,832002728-5,2022,108822089.0,312808150.0,31280816.0,2022-01-31,Cundinamarca,Sasaima
CRDOBA  ALCALDA MUNICIPIO DE MONTELIBANO,890981115-6,2021,0.0,254387280.0,25438728.0,2021-12-31,Córdoba,Montelíbano
ARAUCA  ESE HOSPITAL DEL SARARE  SARAVENA,800231215-2,2021,477513743144.0,272557800.0,54511560.0,2021-12-31,Arauca,Saravena
HUILA  CONCEJO MUNICIPIO DE NEIVA,891180009-1,2021,1423458000.0,254387280.0,142345800.0,2021-01-29,Huila,Neiva
HUILA  ESE HOSPITAL SAN ANTON*IO  GIGANTE,891180065-9,2021,2785012198.0,454263000.0,45426300.0,2021-01-31,Huila,Gigante
NARIÑO  INSTITUCION EDUCATIVA TECNICA AGROPECUARIA SALINAS  TAMINANGO,900050973,2022,22300000.0,850000000.0,85000000.0,2022-01-27,Nariño,San Lorenzo
SANTANDER  ALCALDA MUNICIPIO DE PUERTO PARRA,800103161-2-4,2023,28552752945.0,324800000.0,32480000.0,2023-07-11,Santander,Puerto Parra
BOLVAR  CONCEJO MUNICIPIO DE SAN PABLO,829001544,2021,21600000.0,254387280.0,25438728.0,2021-01-29,Bolívar,San Pablo
PUTUMAYO  ALCALD>A MUNICIPIO DE VILLAGARZN,800054249,2021,12325404444593.0,17630852468.0,11809017714.0,2021-12-13,Putumayo,Villa Garzón/Villa Amazonica
VALLE DEL CAUCA  INSTITUCIN EDUCATIVA JORGE ELICER GAITN,815004506,2021,164545428.0,254387280.0,25438728.0,2021-01-13,Valle del Cauca,Palmira
CUNDINAMARCA  INSTITUCIN EDUCATIVA DEPARTAMENTAL SAN CARLOS,832011322,2022,56433881.0,254387280.0,18170520.0,2022-11-03,Cundinamarca,Caparrapí
BOYAC  ESE HOSPITAL SAN JOS DE EL COCUY,891855719-6,2021,1149844222.0,908526000.0,90852600.0,2021-01-30,Boyacá,El Cocuy
CUNDINAMARCA  ALCALDA MUNICIPIO DE SAN BERNARDO,892280054-4,2023,4710000.0,364169680.0,36416968.0,2023-01-31,Cundinamarca,San Bernardo
VALLE DEL CAUCA  ALCALDA MUNICI%PIO DE ULLOA,899999281-2,2022,2005175035.0,280000000.0,28000000.0,2022-01-31,Valle del Cauca,Ulloa
CESAR  HOSPITAL INMACULADA CONCEPCIN DE CHIMICHAGUA ESE,892300179-2,2022,2072587936.0,200000000.0,30000000.0,2022-01-31,Cesar,Chimichagua
LA GUAJIRA  INSTITUCIN EDUCATIVA TECNICA AGROPECUARIA ANAURIO MANJARREZ  LA JAGUA DEL PILAR,800254732-1,2020,52176330.0,245784840.0,24578484.0,2020-05-11,La Guajira,La Jagua Del Pilar
CUNDINAMARCA  INSTITUCIN EDUCATIVA DEPARTAMENTAL MARA MEDINA  FOSCA,832004817,2022,34166646.0,20000000.0,20000000.0,2022-09-27,Cundinamarca,Fosca
  TOLIMA  INSTITUCIN EDUCATIVA SAN JOSE  ,809003024-3,2022,101280420.0,280000000.0,28000000.0,2022-05-02,Tolima,Ibagué
LA GUAJIRA  INSTITUCION EDUCATIVA ANA JOAQUINA RODRIGUEZ  SAN JUAN DEL CESAR,825002551-2,2021,60000000.0,254387280.0,25438728.0,2021-02-24,La Guajira,San Juan del Cesar
NORTE DE SANTANDER  CONCEJO MUNICIPIO DE CUCUTILLA,800013237-7,2023,21537584.0,172480000.0,0.0,2023-02-01,Norte De Santander,Cucutilla
  SUCRE  INSTITUCIN EDUCATIVA SAN JOS  SAN MARCOS  ,823001079,2020,68000000.0,245784840.0,24578484.0,2020-05-08,Sucre,San Marcos
  HUILA  CONCEJO MUNI:CIPAL DE GARZN  ,891180022-1,2023,69094000.0,32480000.0,324800000.0,2023-01-31,Huila,Garzón
ANTIOQUIA  ALCALDA MUNICIPIO DE TMESIS,800102801-3,2022,10203790073.0,280000000.0,28000000.0,2022-06-28,Antioquia,Támesis
  BOLVAR  INSTITUCIN EDUCATIVA MADRE GABRIELA DE SAN MARTN  CARTAGENA;  ,806002722,2021,156331176.0,284194400.0,28419440.0,2021-01-31,Bolívar,Cartagena
META  INSTITUCIN EDUCATIVA UNIDAD EDUCATIVA APIAY  VILLAVICENCIO,822006086-8,2022,11201058236.0,28000000000.0,2800000000.0,2022-12-29,Meta,Villavicencio
CUNDINAMARCA  IEM EMILIO CIFUENTES  FACATATIV,860029158,2022,0.0,0.0,0.0,2022-03-28,Cundinamarca,Facatativá
TOLIMA  INSTITUCIN EDUCATIVA SIMN BOLVAR  COELLO,800029687,2021,7078981701.0,254387280.0,25438728.0,2021-07-31,Tolima,Coello
SUCRE  CENTRO EDUCATIVO MONTEGRANDE  SAN MARCOS,900033023,2022,12439307.0,28000000.0,20000000.0,2022-03-02,Sucre,San Marcos
NORTE DE SANTANDER  ALCALDA MUNICIPIO DE TOLEDO,890501362-0-6,2022,22777921001.0,280000000.0,28000000.0,2022-01-31,Norte De Santander,Toledo
CALDAS  PERSONERA MUNICIPAL DE VICTORIA,890801151-0,2023,10817000.0,280000000.0,28000000.0,2023-01-05,Caldas,Victoria
TOLIMA  ALCALDA MUNICIPIO DE PALOCABILDO,891380007-3,2022,6280967878.0,280000000.0,28000000.0,2022-01-29,Tolima,Palocabildo
TOLIMA  INSTITUCIN EDUCATIVA TCNICA LA SAGRADA FAMILIA,890706831-6,2021,48580897700.0,25438728000.0,2543872800.0,2022-01-19,Tolima,Ibagué
TOLIMA  INSTITUCIN EDUCATIVA BERLN  ATACO,901014081-6,2022,3972945000.0,254387280.0,25438728.0,2022-02-01,Tolima,Ataco
CUNDINAMARCA  INSTITUCIN  EDUCATIVA DEPARTAMENTAL RURAL DINDAL  CAPARRAPI,900016222,2022,52561609.0,254387280.0,18170520.0,2022-11-03,Cundinamarca,Caparrapí
BOYAC  ALCALDA MUNICIPIO DE CERINZA,891857805,2023,2228477.0,324800000.0,32480000.0,2023-01-30,Boyacá,Cerinza
CUNDINAMARCA  ALCALDA MUNICIPIO DE PANDI,890680173,2021,5485926876.0,254387280.0,25438728.0,2021-07-31,Cundinamarca,Pandi
BOYAC  CONCEJO MUNICIPAL DE SUTATENZA,900140715,2021,1110000.0,24000000.0,24000000.0,2022-02-04,Boyacá,Sutatenza
]  CUNDINAMARCA  INSTITUCIN EDUCATIVA DEPARTAMENTAL RICARDO GONZLEZ  SUBACHOQUE  ,832001126-4,2022,169550000.0,20000000.0,20000000.0,2022-01-17,Cundinamarca,Subachoque
BOGOT DC  IED ANTONIO BARAYA,No Definido-1,2021,103983979.0,18170520.0,25438728.0,2021-10-27,Bogotá D.C.,Bogotá D.C.
QUINDO  ALCALDA MUNICIPIO DE BUENAVISTA,890001879-0,2023,144665874.0,324800000.0,32480000.0,2023-01-31,Quindío,Buenavista
VALLE DEL CAUCA  INSTITUCION EDUCATIVA ANGEL CUADROS  GUA%DALAJARA DE BUGA,815004491,2022,50900000.0,254387280.0,25438728.0,2022-01-17,Valle del Cauca,Guadalajara de Buga
  SUCRE  INSTITUCIN EDUCATIVA TCNICA AGROPECUARIA DE ALBANIA  SAN JUAN DE BETULIA  ,800182104-6,2021,56640362.0,254387280.0,25438728.0,2021-01-30,Sucre,San Juan de Betulia
CESAR  PERSONERA MUNICIPIO DE MANAURE,825003529-0-2,2021,9612000.0,254387280.0,25438728.0,2022-01-04,Cesar,Manaure Balcon del Cesar
CRDOBA  ESE CAMU LA APARTADA  LA APARTADA,812002496-6,2021,0.0,0.0,0.0,2021-12-28,Córdoba,La Apartada
LA GUAJIRA&  INSTITUTO MUNICIPAL DE TRANSPORTE Y TRANSITO DE MAICAO,900200626,2021,1044008285.0,254387280.0,25438728.0,2021-01-12,La Guajira,Maicao
}TOLIMA  INSTITUCIN EDUCATIVA TCNICA MARCO FIDEL SUAREZ,800026709,2021,133771706.0,254387280.0,25438728.0,2021-10-03,Tolima,Herveo
META  INSTITUCIN EDUCATIVA LAS PALMAS  VILLAVICENCIO,822001796-2,2021,58294289.0,24578484.0,17556060.0,2021-12-10,Meta,Villavicencio
MAGDALENA  ALCALDA MUNICIPIO DE ARACATACA,891780041,2022,10826604176.0,280000000.0,28000000.0,2022-01-31,Magdalena,Aracataca
CALDAS  CONCEJO MUNICIPAL DE PALESTINA,810005499,2021,0.0,254387280.0,25438728.0,2021-01-27,Caldas,Palestina
BOGOT DC  IED INTEGRADA LA CANDELARIA,No Definido,2022,154426008.0,20000000.0,20000000.0,2022-01-28,Bogotá D.C.,Bogotá D.C.
SANTANDER  ALCALDA MUNICIPIO DE SANTA HELENA DEL OPN,800099832,2022,1079500000.0,280000000.0,28000000.0,2022-02-15,Santander,Santa Helena del Opón
CAUCA  INSTITUTO MUNICIPAL PARA LA RECREACIN Y DEPORTE  CALOTO,8170004551,2023,150100000.0,324800000.0,32480000.0,2023-01-28,Cauca,Caloto
ANTIOQUIA  INSTITUCIN EDUCATIVA SANTA ELENA  MEDELLN,811017836-6,2021,92111926.0,17556040.0,24578456.0,2021-01-31,Antioquia,Medellín
ANTIOQUIA  PERSONERA MUNICIPIO DE ANGOSTURA,890982141-2-2,2021,26152400.0,254387280.0,25438728.0,2021-01-22,Antioquia,Angostura
BOYAC  CONCEJO MUNICIPIO DE ALMEIDA,900075151-7,2023,33715894.0,324800000.0,32480000.0,2023-01-11,Boyacá,Almeida
CRDOBA  INSTITUCI&N EDUCATIVA MOGAMBO  MONTERA,812002061-1,2021,309477166.0,254387280.0,25438728.0,2022-09-14,Córdoba,Montería
SUCRE  CENTRO EDUCATIVO LA QUEBRADA  SAN MARCOS,900035488,2021,13507507.0,254387280.0,25438728.0,2021-01-28,Sucre,San Marcos
